agent_type,bar_type,rounds,metric,n_seeds,mean,std,coefficient_of_variation,normal_ci_lo,normal_ci_hi,bootstrap_ci_lo,bootstrap_ci_hi,flagged_high_dispersion
q_learning,q_learning,100,profit,100,9.89033,2.234232184813513,0.225900671141763,9.447009862511308,10.333650137488693,9.47206025,10.331227499999999,False
q_learning,q_learning,100,welfare,100,20.57650812475591,5.589893354450454,0.27166384697339235,19.467352009609826,21.685664239901996,19.49667502453609,21.66710857126154,False
q_learning,q_learning,1000,attendance,100,4.7066300000000005,0.8158577026725317,0.1733422220723812,4.544746131627481,4.86851386837252,4.552843750000001,4.87336075,False
q_learning,q_learning,1000,price,100,4.53106,0.7976090257637498,0.17603144203867302,4.372797065034124,4.689322934965876,4.3738585,4.68628,False
q_learning,q_learning,1000,profit,100,12.986791000000004,4.055302693209787,0.31226364489963576,12.182130965231913,13.791451034768095,12.2319219,13.795756325,False
q_learning,q_learning,1000,welfare,100,31.269779038607762,8.363315153633627,0.2674568036860036,29.610315868677823,32.9292422085377,29.703654845652185,32.93555517341336,False
q_learning,regression,10,attendance,100,1.465,0.34913312560388676,0.23831612669207286,1.395724413381642,1.5342755866183582,1.396,1.5340000000000003,False
q_learning,regression,10,price,100,9.239045031673372,0.26701194690616414,0.028900383750787177,9.186064068540642,9.292025994806103,9.185521904464554,9.287842532646119,False
q_learning,regression,10,profit,100,12.059277608416112,3.1295726966234296,0.25951576854316016,11.43830248882989,12.680252728002333,11.441743519778319,12.674772503087922,False
q_learning,regression,10,welfare,100,5.596867394577358,2.7041895248969516,0.48316126401653936,5.060297525017063,6.133437264137653,5.072374794971565,6.122641778892803,False
q_learning,regression,100,attendance,100,2.5913,1.2017820564108581,0.46377573280239964,2.352840367155719,2.8297596328442807,2.3554950000000003,2.8259999999999996,False
q_learning,regression,100,price,100,5.980582105955887,3.0051619299457646,0.5024865266799049,5.384292781589833,6.57687143032194,5.397353445474794,6.578315617395315,False
q_learning,regression,100,profit,100,8.396507271215128,1.710987895460894,0.20377376451831294,8.05701015260186,8.736004389828397,8.066170206571124,8.739693340172536,False
